Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"Beaumont Street, Marylebone","Bayley Street , Bloomsbury","Beaumont Street, Marylebone to Bayley Street , Bloomsbury",7,15,12,8,7,2,2,0,53
"Ilchester Place, Kensington","Holland Walk, Kensington","Ilchester Place, Kensington to Holland Walk, Kensington",4,14,13,8,3,4,7,0,53
"Eagle Wharf Road, Hoxton","Finsbury Square , Moorgate","Eagle Wharf Road, Hoxton to Finsbury Square , Moorgate",0,22,10,9,2,8,2,0,53
"Cleveland Gardens, Bayswater","Walmer Road, Notting Hill","Cleveland Gardens, Bayswater to Walmer Road, Notting Hill",1,11,7,2,7,8,17,0,53
"Kennington Lane Rail Bridge, Vauxhall","Victoria Embankment, Temple","Kennington Lane Rail Bridge, Vauxhall to Victoria Embankment, Temple",4,15,11,13,9,1,0,0,53
"Wansey Street, Walworth","Tanner Street, Bermondsey","Wansey Street, Walworth to Tanner Street, Bermondsey",4,12,11,6,2,10,8,0,53
"Lower Thames Street, Monument","Reardon Street, Wapping","Lower Thames Street, Monument to Reardon Street, Wapping",1,11,7,4,18,2,9,1,53
"Cumberland Gate, Hyde Park","Pall Mall East, West End","Cumberland Gate, Hyde Park to Pall Mall East, West End",5,15,10,7,11,4,1,0,53
"Warwick Square, Pimlico","Gloucester Street, Pimlico","Warwick Square, Pimlico to Gloucester Street, Pimlico",4,12,13,8,6,9,1,0,53
"Argyll Road, Kensington","Exhibition Road, South Kensington","Argyll Road, Kensington to Exhibition Road, South Kensington",3,3,9,11,14,8,4,1,53
"Bankside Mix, Bankside","Poured Lines, Bankside","Bankside Mix, Bankside to Poured Lines, Bankside",3,5,14,9,10,4,7,1,53
"Museum of London, Barbican","New Road  2, Whitechapel","Museum of London, Barbican to New Road  2, Whitechapel",3,4,14,14,9,1,8,0,53
"Theobalds Road , Holborn","Leonard Circus , Shoreditch","Theobalds Road , Holborn to Leonard Circus , Shoreditch",7,12,10,3,11,8,2,0,53
"Gloucester Terrace, Bayswater","Green Park Station, West End","Gloucester Terrace, Bayswater to Green Park Station, West End",4,10,7,11,4,7,10,0,53
"Royal Avenue 1, Chelsea","Warwick Square, Pimlico","Royal Avenue 1, Chelsea to Warwick Square, Pimlico",6,15,4,9,5,8,6,0,53
"Waterloo Station 3, Waterloo","Windsor Terrace, Hoxton","Waterloo Station 3, Waterloo to Windsor Terrace, Hoxton",3,1,4,7,10,12,15,1,53
"Bath Street, St. Luke's","Barbican Centre, Barbican","Bath Street, St. Luke's to Barbican Centre, Barbican",0,7,13,12,7,1,13,0,53
"Regent's Row , Haggerston ","Wenlock Road , Hoxton","Regent's Row , Haggerston  to Wenlock Road , Hoxton",5,2,9,14,7,5,10,1,53
"Whiteley's, Bayswater","Exhibition Road Museums, Knightsbridge","Whiteley's, Bayswater to Exhibition Road Museums, Knightsbridge",0,7,10,10,10,5,10,1,53
"Manresa Road, Chelsea","Ashley Place, Victoria","Manresa Road, Chelsea to Ashley Place, Victoria",4,11,11,4,11,6,6,0,53
"Hatton Garden, Holborn","Liverpool Road (N1 Centre), Angel","Hatton Garden, Holborn to Liverpool Road (N1 Centre), Angel",3,10,7,12,7,5,8,1,53
"Farm Street, Mayfair","Harriet Street, Knightsbridge","Farm Street, Mayfair to Harriet Street, Knightsbridge",6,6,10,10,13,4,4,0,53
"Ashley Place, Victoria","Queen Street, Bank","Ashley Place, Victoria to Queen Street, Bank",0,11,7,12,8,8,7,0,53
"Bankside Mix, Bankside","Kingsway, Covent Garden","Bankside Mix, Bankside to Kingsway, Covent Garden",2,12,9,11,10,5,4,0,53
"Walmer Road, Notting Hill","Pembridge Villas, Notting Hill","Walmer Road, Notting Hill to Pembridge Villas, Notting Hill",5,8,19,7,6,6,2,0,53
"Graham Street, Angel","Fanshaw Street, Hoxton","Graham Street, Angel to Fanshaw Street, Hoxton",3,10,9,11,8,4,8,0,53
"Godliman Street, St. Paul's","Devonshire Square, Liverpool Street","Godliman Street, St. Paul's to Devonshire Square, Liverpool Street",3,5,18,7,8,6,6,0,53
"Regent's Row , Haggerston ","Tanner Street, Bermondsey","Regent's Row , Haggerston  to Tanner Street, Bermondsey",2,5,11,17,10,4,4,0,53
"Bethnal Green Gardens, Bethnal Green","Globe Town Market, Bethnal Green","Bethnal Green Gardens, Bethnal Green to Globe Town Market, Bethnal Green",1,16,8,9,11,5,3,0,53
"Tyers Gate, Bermondsey","Hatton Wall, Holborn","Tyers Gate, Bermondsey to Hatton Wall, Holborn",2,3,4,9,14,11,10,0,53
"Green Park Station, West End","Frith Street, Soho","Green Park Station, West End to Frith Street, Soho",3,15,8,6,7,10,4,0,53
"St. George's Square, Pimlico","Limerston Street, Chelsea","St. George's Square, Pimlico to Limerston Street, Chelsea",5,15,7,9,4,6,7,0,53
"St John's Park, Cubitt Town","Alpha Grove, Millwall","St John's Park, Cubitt Town to Alpha Grove, Millwall",1,10,8,6,14,8,6,0,53
"South Wharf Road, Paddington","Russell Square Station, Bloomsbury","South Wharf Road, Paddington to Russell Square Station, Bloomsbury",6,14,12,10,5,3,3,0,53
"Colombo Street, Southwark","Aldersgate Street, Barbican","Colombo Street, Southwark to Aldersgate Street, Barbican",3,10,8,18,4,3,7,0,53
"Bayswater Road, Hyde Park","Theobalds Road , Holborn","Bayswater Road, Hyde Park to Theobalds Road , Holborn",0,4,20,17,7,2,0,3,53
"Queen Marys, Mile End","Roscoe Street, St. Luke's","Queen Marys, Mile End to Roscoe Street, St. Luke's",6,16,7,11,10,3,0,0,53
"Golden Square, Soho","Moor Street, Soho","Golden Square, Soho to Moor Street, Soho",0,14,14,3,7,9,5,1,53
"Belgrove Street , King's Cross","Hardwick Street, Clerkenwell","Belgrove Street , King's Cross to Hardwick Street, Clerkenwell",2,8,19,7,5,8,4,0,53
"Red Lion Street, Holborn","Furze Green, Bow","Red Lion Street, Holborn to Furze Green, Bow",2,10,7,12,9,4,8,1,53
"Victoria Embankment, Temple","Hatton Wall, Holborn","Victoria Embankment, Temple to Hatton Wall, Holborn",5,9,10,11,6,9,2,1,53
"Long Lane , Bermondsey","Milroy Walk, South Bank","Long Lane , Bermondsey to Milroy Walk, South Bank",1,5,9,9,10,12,7,0,53
"Howick Place, Westminster","St. John's Wood Church, Regent's Park","Howick Place, Westminster to St. John's Wood Church, Regent's Park",4,4,3,13,13,8,8,0,53
"City Road, Angel","Clarkson Street, Bethnal Green","City Road, Angel to Clarkson Street, Bethnal Green",2,8,7,1,12,9,14,0,53
"Waterloo Roundabout, Waterloo ","Ontario Street, Elephant & Castle","Waterloo Roundabout, Waterloo  to Ontario Street, Elephant & Castle",6,8,6,17,6,0,10,0,53
"Brick Lane Market, Shoreditch","Bunhill Row, Moorgate","Brick Lane Market, Shoreditch to Bunhill Row, Moorgate",0,7,7,11,9,5,13,1,53
"Ladbroke Grove Central, Notting Hill","Drayton Gardens, Chelsea","Ladbroke Grove Central, Notting Hill to Drayton Gardens, Chelsea",0,3,4,4,16,11,15,0,53
"Columbia Road, Weavers","Leman Street, Aldgate","Columbia Road, Weavers to Leman Street, Aldgate",1,5,8,5,16,2,16,0,53
"Tavistock Place, Bloomsbury","Aldersgate Street, Barbican","Tavistock Place, Bloomsbury to Aldersgate Street, Barbican",0,2,9,25,9,1,7,0,53
"Old Street Station, St. Luke's","Borough High Street, The Borough","Old Street Station, St. Luke's to Borough High Street, The Borough",2,7,5,16,9,4,10,0,53
"Royal Avenue 1, Chelsea","Cadogan Gardens, Sloane Square","Royal Avenue 1, Chelsea to Cadogan Gardens, Sloane Square",0,7,18,11,7,5,5,0,53
"Serpentine Car Park, Hyde Park","Ilchester Gardens, Bayswater","Serpentine Car Park, Hyde Park to Ilchester Gardens, Bayswater",8,14,12,9,6,2,2,0,53
"St. Mary and St. Michael Church, Stepney","Philpot Street, Whitechapel","St. Mary and St. Michael Church, Stepney to Philpot Street, Whitechapel",0,9,8,11,13,4,7,1,53
"Waterloo Station 3, Waterloo","Farm Street, Mayfair","Waterloo Station 3, Waterloo to Farm Street, Mayfair",1,9,7,10,12,7,6,1,53
"Red Lion Square, Holborn","Brushfield Street, Liverpool Street","Red Lion Square, Holborn to Brushfield Street, Liverpool Street",2,3,11,14,11,8,4,0,53
"Bedford Way, Bloomsbury","Calshot Street , King's Cross","Bedford Way, Bloomsbury to Calshot Street , King's Cross",0,2,5,14,11,12,8,1,53
"Hatton Wall, Holborn","Tyers Gate, Bermondsey","Hatton Wall, Holborn to Tyers Gate, Bermondsey",2,2,6,10,15,5,13,0,53
"Goswell Road (City Uni), Finsbury","Windsor Terrace, Hoxton","Goswell Road (City Uni), Finsbury to Windsor Terrace, Hoxton",0,11,8,12,15,4,3,0,53
"Philpot Street, Whitechapel","Bunhill Row, Moorgate","Philpot Street, Whitechapel to Bunhill Row, Moorgate",2,0,2,2,17,10,20,0,53
"Claverton Street, Pimlico","St. George's Square, Pimlico","Claverton Street, Pimlico to St. George's Square, Pimlico",2,5,14,13,13,2,3,1,53
"Winsland Street, Paddington","Gloucester Terrace, Bayswater","Winsland Street, Paddington to Gloucester Terrace, Bayswater",2,6,6,8,15,7,9,0,53
"Great Tower Street, Monument","Farringdon Lane, Clerkenwell","Great Tower Street, Monument to Farringdon Lane, Clerkenwell",1,3,1,8,18,9,13,0,53
"Soho Square , Soho","Fire Brigade Pier, Vauxhall","Soho Square , Soho to Fire Brigade Pier, Vauxhall",2,10,7,13,7,7,7,0,53
"Godliman Street, St. Paul's","Borough High Street, The Borough","Godliman Street, St. Paul's to Borough High Street, The Borough",0,7,9,22,6,5,4,0,53
"Manresa Road, Chelsea","Hyde Park Corner, Hyde Park","Manresa Road, Chelsea to Hyde Park Corner, Hyde Park",1,7,11,8,7,10,8,1,53
"London Zoo Car Park, Regent's Park","Belgrove Street , King's Cross","London Zoo Car Park, Regent's Park to Belgrove Street , King's Cross",0,3,12,13,11,5,8,1,53
"West Smithfield Rotunda, Farringdon","City Road, Angel","West Smithfield Rotunda, Farringdon to City Road, Angel",0,5,5,4,8,13,18,0,53
"Old Quebec Street, Marylebone","Wells Street, Fitzrovia ","Old Quebec Street, Marylebone to Wells Street, Fitzrovia ",0,6,11,11,7,10,6,2,53
"Baker Street, Marylebone","Albert Gate, Hyde Park","Baker Street, Marylebone to Albert Gate, Hyde Park",0,2,15,18,3,4,9,2,53
"Antill Road, Mile End","Christopher Street, Liverpool Street","Antill Road, Mile End to Christopher Street, Liverpool Street",0,4,16,14,9,10,0,0,53
"London Zoo Car Park, Regent's Park","Bonny Street, Camden Town","London Zoo Car Park, Regent's Park to Bonny Street, Camden Town",0,11,26,6,5,3,2,0,53
"London Zoo Car Park, Regent's Park","Castlehaven Road, Camden Town","London Zoo Car Park, Regent's Park to Castlehaven Road, Camden Town",0,11,18,6,5,2,11,0,53
"Christopher Street, Liverpool Street","Leonard Circus , Shoreditch","Christopher Street, Liverpool Street to Leonard Circus , Shoreditch",0,5,7,7,11,5,16,2,53
"Old Quebec Street, Marylebone","Devonshire Terrace, Bayswater","Old Quebec Street, Marylebone to Devonshire Terrace, Bayswater",0,7,11,8,6,11,8,2,53
"Park Lane , Hyde Park","Wellington Arch, Hyde Park","Park Lane , Hyde Park to Wellington Arch, Hyde Park",0,5,21,9,6,8,3,1,53
"Embankment (Savoy), Strand","Belgrave Road, Victoria","Embankment (Savoy), Strand to Belgrave Road, Victoria",0,8,17,14,4,3,7,0,53
"Northumberland Avenue, Strand","Woodstock Street, Mayfair","Northumberland Avenue, Strand to Woodstock Street, Mayfair",0,8,14,16,7,4,4,0,53
"Wellington Arch, Hyde Park","Wardour Street, Soho","Wellington Arch, Hyde Park to Wardour Street, Soho",0,4,17,10,9,11,2,0,53
"Garnet Street, Shadwell","Wapping Lane, Wapping","Garnet Street, Shadwell to Wapping Lane, Wapping",0,7,10,3,8,11,14,0,53
"Calshot Street , King's Cross","Clifford Street, Mayfair","Calshot Street , King's Cross to Clifford Street, Mayfair",0,2,11,15,14,9,2,0,53
"Nesham Street, Wapping","Royal London Hospital, Whitechapel","Nesham Street, Wapping to Royal London Hospital, Whitechapel",0,1,8,14,12,11,5,2,53
"Clarges Street, West End","Ashley Place, Victoria","Clarges Street, West End to Ashley Place, Victoria",0,1,1,14,16,6,15,0,53
"Wapping Lane, Wapping","Albert Gardens, Stepney","Wapping Lane, Wapping to Albert Gardens, Stepney",0,0,21,7,13,6,6,0,53
"Kennington Oval, Oval","Guilford Street , Bloomsbury","Kennington Oval, Oval to Guilford Street , Bloomsbury",0,0,14,7,12,8,11,1,53
"Gloucester Road (North), Kensington","Eastbourne Mews, Paddington","Gloucester Road (North), Kensington to Eastbourne Mews, Paddington",0,0,2,9,15,17,10,0,53
"Naval Row, Blackwall","City Road, Angel","Naval Row, Blackwall to City Road, Angel",0,0,0,16,13,15,9,0,53
"Queen's Gate, Kensington Gardens","Elizabeth Bridge, Victoria","Queen's Gate, Kensington Gardens to Elizabeth Bridge, Victoria",3,20,13,8,3,3,2,0,52
"Tower Gardens , Tower","Kennington Oval, Oval","Tower Gardens , Tower to Kennington Oval, Oval",3,18,13,14,3,0,1,0,52
"Bankside Mix, Bankside","Soho Square , Soho","Bankside Mix, Bankside to Soho Square , Soho",3,16,15,9,6,2,1,0,52
"Charles II Street, West End","Kennington Cross, Kennington","Charles II Street, West End to Kennington Cross, Kennington",1,8,10,15,13,2,3,0,52
"Sutton Street, Shadwell","Lindfield Street, Poplar","Sutton Street, Shadwell to Lindfield Street, Poplar",3,23,21,1,0,0,4,0,52
"Doric Way , Somers Town","Norton Folgate, Liverpool Street","Doric Way , Somers Town to Norton Folgate, Liverpool Street",5,12,9,8,9,3,6,0,52
"Finsbury Library , Finsbury","Finsbury Circus, Liverpool Street","Finsbury Library , Finsbury to Finsbury Circus, Liverpool Street",3,17,8,18,2,2,2,0,52
"Nutford Place, Marylebone","Southwick Street, Paddington","Nutford Place, Marylebone to Southwick Street, Paddington",5,18,7,8,5,3,6,0,52
"Wells Street, Fitzrovia ","Hinde Street, Marylebone","Wells Street, Fitzrovia  to Hinde Street, Marylebone",5,10,11,7,10,5,2,2,52
"Wells Street, Fitzrovia ","Winsland Street, Paddington","Wells Street, Fitzrovia  to Winsland Street, Paddington",6,22,10,3,7,2,2,0,52
"Soho Square , Soho","Bayley Street , Bloomsbury","Soho Square , Soho to Bayley Street , Bloomsbury",4,11,7,8,4,6,12,0,52
"Regent's Row , Haggerston ","Cloudesley Road, Angel","Regent's Row , Haggerston  to Cloudesley Road, Angel",9,14,16,2,1,2,7,1,52
"Hewison Street, Old Ford","Pritchard's Road, Bethnal Green","Hewison Street, Old Ford to Pritchard's Road, Bethnal Green",1,13,7,11,4,4,11,1,52
"Shadwell Station, Shadwell","Leonard Circus , Shoreditch","Shadwell Station, Shadwell to Leonard Circus , Shoreditch",9,11,5,8,5,8,6,0,52
"Seville Street, Knightsbridge","Royal Avenue 1, Chelsea","Seville Street, Knightsbridge to Royal Avenue 1, Chelsea",9,17,8,6,4,2,5,1,52
"Hampstead Road (Cartmel), Euston","Arlington Road, Camden Town","Hampstead Road (Cartmel), Euston to Arlington Road, Camden Town",7,18,8,6,9,2,2,0,52
"Montgomery Square, Canary Wharf","Jubilee Plaza, Canary Wharf","Montgomery Square, Canary Wharf to Jubilee Plaza, Canary Wharf",1,19,13,5,1,9,4,0,52
"Cleaver Street, Kennington","Fire Brigade Pier, Vauxhall","Cleaver Street, Kennington to Fire Brigade Pier, Vauxhall",7,13,11,2,9,1,9,0,52
"Gloucester Slips Car Park, Regent's Park","Portland Place, Marylebone","Gloucester Slips Car Park, Regent's Park to Portland Place, Marylebone",20,32,0,0,0,0,0,0,52
"Turquoise Island, Notting Hill","Manresa Road, Chelsea","Turquoise Island, Notting Hill to Manresa Road, Chelsea",6,8,9,10,7,5,6,1,52
"Bankside Mix, Bankside","Horseferry Road, Westminster","Bankside Mix, Bankside to Horseferry Road, Westminster",8,11,19,3,1,0,7,3,52
"Norton Folgate, Liverpool Street","Finsbury Square , Moorgate","Norton Folgate, Liverpool Street to Finsbury Square , Moorgate",1,5,16,12,9,3,5,1,52
"West Cromwell Road, Earl's Court","Lexham Gardens, Kensington","West Cromwell Road, Earl's Court to Lexham Gardens, Kensington",0,6,5,10,5,20,4,2,52
"Shadwell Station, Shadwell","New Road  2, Whitechapel","Shadwell Station, Shadwell to New Road  2, Whitechapel",9,10,8,3,9,7,4,2,52
"Gaywood  Street, Elephant & Castle","Lambeth North Station, Waterloo","Gaywood  Street, Elephant & Castle to Lambeth North Station, Waterloo",5,9,9,6,6,8,8,1,52
"Palace Gardens Terrace, Notting Hill","Queen's Gate, Kensington Gardens","Palace Gardens Terrace, Notting Hill to Queen's Gate, Kensington Gardens",4,11,9,9,6,13,0,0,52
"Tavistock Street, Covent Garden","Whitehall Place, Strand","Tavistock Street, Covent Garden to Whitehall Place, Strand",1,26,8,10,3,4,0,0,52
"Harewood Avenue, Marylebone","Bunhill Row, Moorgate","Harewood Avenue, Marylebone to Bunhill Row, Moorgate",3,8,9,9,9,6,7,1,52
"Wenlock Road , Hoxton","Belgrove Street , King's Cross","Wenlock Road , Hoxton to Belgrove Street , King's Cross",1,10,9,8,12,7,5,0,52
"Regency Street, Westminster","Chelsea Bridge, Pimlico","Regency Street, Westminster to Chelsea Bridge, Pimlico",10,9,9,9,5,4,5,1,52
"Wardour Street, Soho","Arlington Road, Camden Town","Wardour Street, Soho to Arlington Road, Camden Town",8,15,9,4,10,4,1,1,52
"Lower Thames Street, Monument","Waterloo Station 2, Waterloo","Lower Thames Street, Monument to Waterloo Station 2, Waterloo",2,15,7,14,9,3,2,0,52
"George Place Mews, Marylebone","Harrowby Street, Marylebone","George Place Mews, Marylebone to Harrowby Street, Marylebone",4,2,14,11,11,5,5,0,52
"Napier Avenue, Millwall","Alpha Grove, Millwall","Napier Avenue, Millwall to Alpha Grove, Millwall",4,18,2,15,2,3,8,0,52
"Gloucester Road (North), Kensington","Chepstow Villas, Notting Hill","Gloucester Road (North), Kensington to Chepstow Villas, Notting Hill",5,10,20,6,7,4,0,0,52
"Kensington Olympia Station, Olympia","Emperor's Gate, South Kensington","Kensington Olympia Station, Olympia to Emperor's Gate, South Kensington",9,11,9,10,9,3,1,0,52
"Great Tower Street, Monument","Park Street, Bankside","Great Tower Street, Monument to Park Street, Bankside",2,14,13,10,9,2,2,0,52
"Charles II Street, West End","Tooley Street, Bermondsey","Charles II Street, West End to Tooley Street, Bermondsey",3,22,5,9,7,4,2,0,52
"Abingdon Green, Great College Street","Tavistock Street, Covent Garden","Abingdon Green, Great College Street to Tavistock Street, Covent Garden",4,11,5,12,5,5,10,0,52
"Curzon Street, Mayfair","George Place Mews, Marylebone","Curzon Street, Mayfair to George Place Mews, Marylebone",7,14,4,9,5,7,6,0,52
"Abingdon Green, Great College Street","Wardour Street, Soho","Abingdon Green, Great College Street to Wardour Street, Soho",3,19,6,6,11,3,3,1,52
"Watney Street, Shadwell","Wapping Lane 2, Wapping","Watney Street, Shadwell to Wapping Lane 2, Wapping",24,28,0,0,0,0,0,0,52
"Southern Grove, Bow","Albert Gardens, Stepney","Southern Grove, Bow to Albert Gardens, Stepney",4,2,12,8,9,2,15,0,52
"Queen's Gate, Kensington Gardens","Warwick Avenue Station, Maida Vale","Queen's Gate, Kensington Gardens to Warwick Avenue Station, Maida Vale",3,8,8,18,6,1,8,0,52
"Bank of England Museum, Bank","St. Chad's Street, King's Cross","Bank of England Museum, Bank to St. Chad's Street, King's Cross",0,20,8,6,6,1,11,0,52
"Tavistock Street, Covent Garden","Drury Lane, Covent Garden","Tavistock Street, Covent Garden to Drury Lane, Covent Garden",2,10,9,14,7,5,5,0,52
"Millennium Hotel, Mayfair","Grosvenor Square, Mayfair","Millennium Hotel, Mayfair to Grosvenor Square, Mayfair",12,19,2,6,3,7,3,0,52
