Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"Colombo Street, Southwark","Waterloo Station 1, Waterloo","Colombo Street, Southwark to Waterloo Station 1, Waterloo",2,9,26,32,13,3,14,0,99
"King Edward Walk, Waterloo","Baylis Road, Waterloo","King Edward Walk, Waterloo to Baylis Road, Waterloo",1,12,30,20,15,9,12,0,99
"Castlehaven Road, Camden Town","Bunhill Row, Moorgate","Castlehaven Road, Camden Town to Bunhill Row, Moorgate",6,7,16,17,19,14,19,0,98
"Kennington Lane Rail Bridge, Vauxhall","Park Street, Bankside","Kennington Lane Rail Bridge, Vauxhall to Park Street, Bankside",11,21,26,24,6,2,8,0,98
"Lancaster Drive, Blackwall","Millharbour, Millwall","Lancaster Drive, Blackwall to Millharbour, Millwall",9,19,27,22,10,4,7,0,98
"Wright's Lane, Kensington","Gloucester Terrace, Bayswater","Wright's Lane, Kensington to Gloucester Terrace, Bayswater",5,12,15,15,15,17,19,0,98
"Trebovir Road, Earl's Court","Kensington Olympia Station, Olympia","Trebovir Road, Earl's Court to Kensington Olympia Station, Olympia",9,22,18,18,11,6,14,0,98
"Bayswater Road, Hyde Park","Jubilee Gardens, South Bank","Bayswater Road, Hyde Park to Jubilee Gardens, South Bank",10,21,18,13,10,17,7,2,98
"Vaughan Way, Wapping","Wapping High Street, Wapping","Vaughan Way, Wapping to Wapping High Street, Wapping",10,19,25,5,19,6,14,0,98
"New Kent Road, Borough","William IV Street, Strand","New Kent Road, Borough to William IV Street, Strand",6,27,11,15,15,8,16,0,98
"Cadogan Place, Knightsbridge","Harewood Avenue, Marylebone","Cadogan Place, Knightsbridge to Harewood Avenue, Marylebone",7,14,22,23,21,10,1,0,98
"Crosswall, Tower","City Road, Angel","Crosswall, Tower to City Road, Angel",3,22,21,20,12,9,11,0,98
"Victoria Embankment, Temple","Waterloo Station 1, Waterloo","Victoria Embankment, Temple to Waterloo Station 1, Waterloo",10,13,27,22,10,6,10,0,98
"King Edward Street, St Pauls","Queen Street, Bank","King Edward Street, St Pauls to Queen Street, Bank",10,34,18,24,5,2,5,0,98
"Lower Marsh, Waterloo","Southwark Station 1, Southwark","Lower Marsh, Waterloo to Southwark Station 1, Southwark",0,22,25,15,14,17,5,0,98
"Hinde Street, Marylebone","St. James's Square, St. James's","Hinde Street, Marylebone to St. James's Square, St. James's",8,25,14,10,14,11,16,0,98
"Abbey Orchard Street, Westminster","Gaywood  Street, Elephant & Castle","Abbey Orchard Street, Westminster to Gaywood  Street, Elephant & Castle",8,19,16,15,20,9,11,0,98
"New Globe Walk, Bankside","Bank of England Museum, Bank","New Globe Walk, Bankside to Bank of England Museum, Bank",7,21,16,15,12,10,16,1,98
"Tooley Street, Bermondsey","Museum of London, Barbican","Tooley Street, Bermondsey to Museum of London, Barbican",6,22,23,19,7,9,12,0,98
"Beaumont Street, Marylebone","Foley Street, Fitzrovia","Beaumont Street, Marylebone to Foley Street, Fitzrovia",4,11,14,17,21,16,15,0,98
"Ontario Street, Elephant & Castle","Tooley Street, Bermondsey","Ontario Street, Elephant & Castle to Tooley Street, Bermondsey",6,20,27,14,6,4,20,1,98
"Cantrell Road, Bow","Southern Grove, Bow","Cantrell Road, Bow to Southern Grove, Bow",10,27,11,7,13,11,18,1,98
"King Edward Street, St Pauls","Liverpool Road (N1 Centre), Angel","King Edward Street, St Pauls to Liverpool Road (N1 Centre), Angel",7,16,17,9,16,10,22,1,98
"Eagle Wharf Road, Hoxton","New Inn Yard, Shoreditch","Eagle Wharf Road, Hoxton to New Inn Yard, Shoreditch",5,21,18,18,20,4,12,0,98
"Old Street Station, St. Luke's","Braham Street, Aldgate","Old Street Station, St. Luke's to Braham Street, Aldgate",3,23,14,25,13,6,14,0,98
"Belvedere Road, South Bank","Newgate Street , St. Paul's","Belvedere Road, South Bank to Newgate Street , St. Paul's",7,24,24,22,12,2,7,0,98
"De Vere Gardens, Kensington","Montpelier Street, Knightsbridge","De Vere Gardens, Kensington to Montpelier Street, Knightsbridge",5,19,15,14,19,8,18,0,98
"Beaumont Street, Marylebone","Park Road (Baker Street), Regent's Park","Beaumont Street, Marylebone to Park Road (Baker Street), Regent's Park",3,7,21,16,16,14,21,0,98
"Rathbone Street, Fitzrovia ","Bolsover Street, Fitzrovia","Rathbone Street, Fitzrovia  to Bolsover Street, Fitzrovia",11,18,19,20,12,10,8,0,98
"Bow Church Station, Bow","Antill Road, Mile End","Bow Church Station, Bow to Antill Road, Mile End",8,42,12,22,6,6,2,0,98
"Bayswater Road, Hyde Park","Hansard Mews, Shepherds Bush","Bayswater Road, Hyde Park to Hansard Mews, Shepherds Bush",16,40,9,10,4,12,7,0,98
"Sloane Avenue, Knightsbridge","Royal Avenue 1, Chelsea","Sloane Avenue, Knightsbridge to Royal Avenue 1, Chelsea",9,22,33,14,7,7,6,0,98
"Queen Victoria Street, St. Paul's","Queen Victoria Street, St. Paul's","Queen Victoria Street, St. Paul's to Queen Victoria Street, St. Paul's",16,12,12,22,8,17,10,1,98
"St. John's Wood Road, St. John's Wood","Marylebone Lane, Marylebone","St. John's Wood Road, St. John's Wood to Marylebone Lane, Marylebone",7,16,19,16,12,10,18,0,98
"Ebury Bridge, Pimlico","Grosvenor Crescent, Belgravia","Ebury Bridge, Pimlico to Grosvenor Crescent, Belgravia",20,28,16,18,9,5,2,0,98
"Bankside Mix, Bankside","Kennington Station, Kennington","Bankside Mix, Bankside to Kennington Station, Kennington",6,16,14,25,25,10,2,0,98
"Southampton Street, Strand","Waterloo Bridge, South Bank","Southampton Street, Strand to Waterloo Bridge, South Bank",0,27,18,19,11,7,14,2,98
"Hinde Street, Marylebone","Broadwick Street, Soho","Hinde Street, Marylebone to Broadwick Street, Soho",4,27,16,16,10,12,13,0,98
"Wren Street, Holborn","Howland Street, Fitzrovia","Wren Street, Holborn to Howland Street, Fitzrovia",1,12,6,44,18,4,13,0,98
"Green Street, Mayfair","Pall Mall East, West End","Green Street, Mayfair to Pall Mall East, West End",18,48,12,8,6,6,0,0,98
"Chrisp Street Market, Poplar","Salmon Lane, Limehouse","Chrisp Street Market, Poplar to Salmon Lane, Limehouse",6,22,17,16,8,15,13,1,98
"Taviton Street, Bloomsbury","Charlotte Street, Fitzrovia","Taviton Street, Bloomsbury to Charlotte Street, Fitzrovia",7,21,25,17,10,8,10,0,98
"Westfield Library Corner, Shepherd's Bush","Penywern Road, Earl's Court","Westfield Library Corner, Shepherd's Bush to Penywern Road, Earl's Court",10,34,11,11,15,13,4,0,98
"Cotton Garden Estate, Kennington","Empire Square, The Borough","Cotton Garden Estate, Kennington to Empire Square, The Borough",4,18,18,21,9,9,18,1,98
"Nesham Street, Wapping","Finsbury Circus, Liverpool Street","Nesham Street, Wapping to Finsbury Circus, Liverpool Street",2,19,18,23,16,10,9,1,98
"Natural History Museum, South Kensington","Wright's Lane, Kensington","Natural History Museum, South Kensington to Wright's Lane, Kensington",13,28,24,6,9,11,7,0,98
"Watney Market, Stepney","Brushfield Street, Liverpool Street","Watney Market, Stepney to Brushfield Street, Liverpool Street",10,23,20,8,20,12,5,0,98
"Sancroft Street, Vauxhall","Howick Place, Westminster","Sancroft Street, Vauxhall to Howick Place, Westminster",9,36,22,20,3,5,3,0,98
"Cartwright Gardens , Bloomsbury","Hatton Garden, Holborn","Cartwright Gardens , Bloomsbury to Hatton Garden, Holborn",3,12,13,17,18,10,24,1,98
"Winsland Street, Paddington","British Museum, Bloomsbury","Winsland Street, Paddington to British Museum, Bloomsbury",5,15,9,28,13,9,19,0,98
"Baldwin Street, St. Luke's","Wormwood Street, Liverpool Street","Baldwin Street, St. Luke's to Wormwood Street, Liverpool Street",7,36,15,30,4,3,3,0,98
"Moor Street, Soho","Old Street Station, St. Luke's","Moor Street, Soho to Old Street Station, St. Luke's",11,20,29,11,12,12,3,0,98
"Brick Lane Market, Shoreditch","Cleveland Way, Bethnal Green","Brick Lane Market, Shoreditch to Cleveland Way, Bethnal Green",12,21,20,14,14,11,6,0,98
"Great Marlborough Street, Soho","Cardinal Place, Victoria","Great Marlborough Street, Soho to Cardinal Place, Victoria",7,32,17,18,8,7,8,1,98
"Hardwick Street, Clerkenwell","Houghton Street, Strand","Hardwick Street, Clerkenwell to Houghton Street, Strand",8,9,5,23,27,11,15,0,98
"Cardinal Place, Victoria","Warwick Square, Pimlico","Cardinal Place, Victoria to Warwick Square, Pimlico",4,23,18,9,17,9,18,0,98
"Red Lion Street, Holborn","Hop Exchange, The Borough","Red Lion Street, Holborn to Hop Exchange, The Borough",0,20,13,15,16,20,13,1,98
"Clerkenwell Green, Clerkenwell","Theobalds Road , Holborn","Clerkenwell Green, Clerkenwell to Theobalds Road , Holborn",6,23,14,21,16,10,7,1,98
"De Vere Gardens, Kensington","Wright's Lane, Kensington","De Vere Gardens, Kensington to Wright's Lane, Kensington",4,18,18,18,15,14,10,1,98
"St. Mary Axe, Aldgate","Cheapside, Bank","St. Mary Axe, Aldgate to Cheapside, Bank",8,24,19,16,10,13,8,0,98
"Wenlock Road , Hoxton","Clerkenwell Green, Clerkenwell","Wenlock Road , Hoxton to Clerkenwell Green, Clerkenwell",8,15,30,20,11,4,10,0,98
"Murray Grove , Hoxton","Strand, Strand","Murray Grove , Hoxton to Strand, Strand",5,21,15,17,16,10,14,0,98
"Edgware Road Station, Paddington","Dorset Square, Marylebone","Edgware Road Station, Paddington to Dorset Square, Marylebone",3,22,24,15,12,8,13,1,98
"Tanner Street, Bermondsey","Milroy Walk, South Bank","Tanner Street, Bermondsey to Milroy Walk, South Bank",6,15,21,18,18,11,9,0,98
"De Vere Gardens, Kensington","Exhibition Road, South Kensington","De Vere Gardens, Kensington to Exhibition Road, South Kensington",8,11,25,16,16,6,14,2,98
"Pall Mall East, West End","Fire Brigade Pier, Vauxhall","Pall Mall East, West End to Fire Brigade Pier, Vauxhall",8,26,22,11,15,6,10,0,98
"Belvedere Road, South Bank","Brushfield Street, Liverpool Street","Belvedere Road, South Bank to Brushfield Street, Liverpool Street",11,21,32,11,17,5,1,0,98
"Aldersgate Street, Barbican","Chancery Lane, Holborn","Aldersgate Street, Barbican to Chancery Lane, Holborn",9,20,21,18,13,9,8,0,98
"Abbey Orchard Street, Westminster","Jubilee Gardens, South Bank","Abbey Orchard Street, Westminster to Jubilee Gardens, South Bank",5,31,16,18,14,8,4,2,98
"Smith Square, Westminster","Smith Square, Westminster","Smith Square, Westminster to Smith Square, Westminster",16,27,12,11,6,15,11,0,98
"Embankment (Horse Guards), Westminster","Belgrave Road, Victoria","Embankment (Horse Guards), Westminster to Belgrave Road, Victoria",10,25,34,6,10,3,9,1,98
"Gloucester Avenue, Camden Town","Portland Place, Marylebone","Gloucester Avenue, Camden Town to Portland Place, Marylebone",6,28,20,19,13,10,1,1,98
"Hardwick Street, Clerkenwell","Queen Street, Bank","Hardwick Street, Clerkenwell to Queen Street, Bank",3,13,14,25,17,13,12,1,98
"Regent's Row , Haggerston ","Tooley Street, Bermondsey","Regent's Row , Haggerston  to Tooley Street, Bermondsey",8,20,18,13,17,10,11,1,98
"Hardwick Street, Clerkenwell","Fore Street, Guildhall","Hardwick Street, Clerkenwell to Fore Street, Guildhall",14,22,9,14,15,13,11,0,98
"Abingdon Villas, Kensington","Bell Street , Marylebone","Abingdon Villas, Kensington to Bell Street , Marylebone",9,8,17,19,16,11,18,0,98
"Tavistock Place, Bloomsbury","Ampton Street , Clerkenwell","Tavistock Place, Bloomsbury to Ampton Street , Clerkenwell",3,13,14,15,22,18,13,0,98
"Green Park Station, West End","Regency Street, Westminster","Green Park Station, West End to Regency Street, Westminster",3,7,10,23,21,16,18,0,98
"Salmon Lane, Limehouse","LMU Commercial Road, Whitechapel","Salmon Lane, Limehouse to LMU Commercial Road, Whitechapel",9,12,20,16,4,9,27,1,98
"Warren Street Station, Euston","Hinde Street, Marylebone","Warren Street Station, Euston to Hinde Street, Marylebone",5,12,22,16,7,14,22,0,98
"Braham Street, Aldgate","Bankside Mix, Bankside","Braham Street, Aldgate to Bankside Mix, Bankside",5,23,24,11,9,15,9,2,98
"Bankside Mix, Bankside","Wansey Street, Walworth","Bankside Mix, Bankside to Wansey Street, Walworth",3,20,5,10,23,13,24,0,98
"Queensbridge Road, Haggerston","Graham Street, Angel","Queensbridge Road, Haggerston to Graham Street, Angel",10,25,23,10,7,14,9,0,98
"Crosswall, Tower","Bermondsey Street, Bermondsey","Crosswall, Tower to Bermondsey Street, Bermondsey",8,25,17,14,16,11,7,0,98
"Curlew Street, Shad Thames","Christian Street, Whitechapel","Curlew Street, Shad Thames to Christian Street, Whitechapel",10,33,19,19,10,7,0,0,98
"Jubilee Gardens, South Bank","Wellington Street , Strand","Jubilee Gardens, South Bank to Wellington Street , Strand",13,33,17,12,7,9,7,0,98
"York Hall, Bethnal Green","Globe Town Market, Bethnal Green","York Hall, Bethnal Green to Globe Town Market, Bethnal Green",4,29,17,15,19,9,4,1,98
"Twig Folly Bridge, Mile End","Brushfield Street, Liverpool Street","Twig Folly Bridge, Mile End to Brushfield Street, Liverpool Street",5,26,30,15,9,2,11,0,98
"Drury Lane, Covent Garden","Bouverie Street, Temple","Drury Lane, Covent Garden to Bouverie Street, Temple",3,19,21,17,11,12,15,0,98
"Tysoe Street, Clerkenwell","Shoreditch High Street, Shoreditch","Tysoe Street, Clerkenwell to Shoreditch High Street, Shoreditch",10,25,16,26,10,2,9,0,98
"Sloane Avenue, Knightsbridge","Royal Avenue 2, Chelsea","Sloane Avenue, Knightsbridge to Royal Avenue 2, Chelsea",6,16,27,23,4,8,14,0,98
"Russell Square Station, Bloomsbury","Strand, Strand","Russell Square Station, Bloomsbury to Strand, Strand",6,8,12,30,23,11,8,0,98
"Wapping High Street, Wapping","St Katharines Way, Tower","Wapping High Street, Wapping to St Katharines Way, Tower",8,23,34,16,6,7,4,0,98
"Cartwright Gardens , Bloomsbury","Moor Street, Soho","Cartwright Gardens , Bloomsbury to Moor Street, Soho",5,23,15,13,18,12,9,3,98
"Bethnal Green Road, Shoreditch","The Green Bridge, Mile End","Bethnal Green Road, Shoreditch to The Green Bridge, Mile End",8,24,16,16,17,8,5,4,98
"Hop Exchange, The Borough","Farringdon Lane, Clerkenwell","Hop Exchange, The Borough to Farringdon Lane, Clerkenwell",5,9,19,27,12,8,18,0,98
"Burdett Road, Mile End","Twig Folly Bridge, Mile End","Burdett Road, Mile End to Twig Folly Bridge, Mile End",13,24,33,5,9,2,12,0,98
"Eversholt Street , Camden Town","Castlehaven Road, Camden Town","Eversholt Street , Camden Town to Castlehaven Road, Camden Town",9,31,15,14,7,12,9,1,98
"Walworth Road, Southwark","Empire Square, The Borough","Walworth Road, Southwark to Empire Square, The Borough",9,22,20,19,17,7,4,0,98
"Milroy Walk, South Bank","Brushfield Street, Liverpool Street","Milroy Walk, South Bank to Brushfield Street, Liverpool Street",10,16,16,23,9,10,14,0,98
"Bath Street, St. Luke's","Shoreditch High Street, Shoreditch","Bath Street, St. Luke's to Shoreditch High Street, Shoreditch",11,25,23,9,20,1,9,0,98
"Foley Street, Fitzrovia","Euston Road, Euston","Foley Street, Fitzrovia to Euston Road, Euston",7,19,19,17,19,7,10,0,98
"South Audley Street, Mayfair","Waterloo Station 3, Waterloo","South Audley Street, Mayfair to Waterloo Station 3, Waterloo",2,20,17,12,13,12,21,1,98
"Whitehall Place, Strand","Drury Lane, Covent Garden","Whitehall Place, Strand to Drury Lane, Covent Garden",19,23,22,13,10,4,7,0,98
"Ontario Street, Elephant & Castle","Wansey Street, Walworth","Ontario Street, Elephant & Castle to Wansey Street, Walworth",2,12,20,23,12,7,22,0,98
"William IV Street, Strand","Belvedere Road, South Bank","William IV Street, Strand to Belvedere Road, South Bank",8,27,22,17,14,5,5,0,98
"Great Titchfield Street, Fitzrovia","Paddington Street, Marylebone","Great Titchfield Street, Fitzrovia to Paddington Street, Marylebone",8,18,22,18,9,11,11,1,98
"Wellington Street , Strand","Soho Square , Soho","Wellington Street , Strand to Soho Square , Soho",2,33,18,16,13,7,8,1,98
"Tavistock Place, Bloomsbury","Hatton Wall, Holborn","Tavistock Place, Bloomsbury to Hatton Wall, Holborn",9,25,15,14,14,7,13,1,98
"Finsbury Circus, Liverpool Street","Great Percy Street, Clerkenwell","Finsbury Circus, Liverpool Street to Great Percy Street, Clerkenwell",0,20,17,13,20,9,18,1,98
"Walmer Road, Notting Hill","Derry Street, Kensington","Walmer Road, Notting Hill to Derry Street, Kensington",6,21,20,12,11,14,13,1,98
"Milroy Walk, South Bank","Swan Street, The Borough","Milroy Walk, South Bank to Swan Street, The Borough",6,22,21,22,14,7,4,2,98
"Queen Mother Sports Centre, Victoria","Abingdon Green, Great College Street","Queen Mother Sports Centre, Victoria to Abingdon Green, Great College Street",6,6,24,15,14,21,12,0,98
"Wormwood Street, Liverpool Street","Webber Street , Southwark","Wormwood Street, Liverpool Street to Webber Street , Southwark",9,28,16,20,16,2,7,0,98
"Stonecutter Street, Holborn","Curlew Street, Shad Thames","Stonecutter Street, Holborn to Curlew Street, Shad Thames",12,20,10,4,24,17,10,1,98
"Black Lion Gate, Kensington Gardens","Warwick Road, Olympia","Black Lion Gate, Kensington Gardens to Warwick Road, Olympia",11,31,25,11,7,2,11,0,98
"Antill Road, Mile End","Bow Road Station, Bow","Antill Road, Mile End to Bow Road Station, Bow",15,30,22,10,9,6,6,0,98
"Endsleigh Gardens, Euston","Farringdon Lane, Clerkenwell","Endsleigh Gardens, Euston to Farringdon Lane, Clerkenwell",4,13,8,17,23,18,15,0,98
"Great Tower Street, Monument","Hampstead Road, Euston","Great Tower Street, Monument to Hampstead Road, Euston",6,8,19,19,20,9,17,0,98
"Regency Street, Westminster","Horseferry Road, Westminster","Regency Street, Westminster to Horseferry Road, Westminster",5,12,37,7,17,5,12,3,98
"Vauxhall Bridge , Pimlico","Cadogan Gardens, Sloane Square","Vauxhall Bridge , Pimlico to Cadogan Gardens, Sloane Square",6,15,12,22,20,9,14,0,98
"Craven Street, Strand","Harrington Square 2, Camden Town","Craven Street, Strand to Harrington Square 2, Camden Town",9,14,15,21,20,9,8,2,98
"Malet Street, Bloomsbury","New Cavendish Street, Marylebone","Malet Street, Bloomsbury to New Cavendish Street, Marylebone",4,15,24,19,14,9,12,1,98
"Longford Street, Regent's Park","Gloucester Avenue, Camden Town","Longford Street, Regent's Park to Gloucester Avenue, Camden Town",11,24,21,11,13,8,9,1,98
"Gloucester Avenue, Camden Town","Longford Street, Regent's Park","Gloucester Avenue, Camden Town to Longford Street, Regent's Park",7,25,25,14,10,6,11,0,98
"Chelsea Bridge, Pimlico","Royal Avenue 2, Chelsea","Chelsea Bridge, Pimlico to Royal Avenue 2, Chelsea",4,13,18,18,15,15,14,1,98
"Altab Ali Park, Whitechapel","Granby Street, Shoreditch","Altab Ali Park, Whitechapel to Granby Street, Shoreditch",9,20,19,14,13,12,11,0,98
"Hampstead Road, Euston","Soho Square , Soho","Hampstead Road, Euston to Soho Square , Soho",6,30,28,12,9,9,4,0,98
"Knaresborough Place, Earl's Court","Prince Consort Road, Knightsbridge","Knaresborough Place, Earl's Court to Prince Consort Road, Knightsbridge",3,22,16,22,18,6,11,0,98
"Golden Lane, Barbican","Finsbury Circus, Liverpool Street","Golden Lane, Barbican to Finsbury Circus, Liverpool Street",2,14,16,21,20,9,16,0,98
"Napier Avenue, Millwall","Millharbour, Millwall","Napier Avenue, Millwall to Millharbour, Millwall",7,39,31,6,5,7,3,0,98
"Waterloo Station 1, Waterloo","Sun Street, Liverpool Street","Waterloo Station 1, Waterloo to Sun Street, Liverpool Street",8,12,14,16,14,14,20,0,98
"Kennington Oval, Oval","Lambeth North Station, Waterloo","Kennington Oval, Oval to Lambeth North Station, Waterloo",14,26,28,16,4,6,4,0,98
"Limerston Street, Chelsea","West Cromwell Road, Earl's Court","Limerston Street, Chelsea to West Cromwell Road, Earl's Court",2,7,18,17,14,17,22,1,98
"Southwark Station 1, Southwark","Berry Street, Clerkenwell","Southwark Station 1, Southwark to Berry Street, Clerkenwell",2,3,10,23,21,18,20,1,98
"Old Quebec Street, Marylebone","Euston Road, Euston","Old Quebec Street, Marylebone to Euston Road, Euston",0,14,26,27,19,3,9,0,98
"Gloucester Road (Central), South Kensington","Speakers' Corner 1, Hyde Park","Gloucester Road (Central), South Kensington to Speakers' Corner 1, Hyde Park",6,11,18,27,15,11,10,0,98
"Sun Street, Liverpool Street","Belgrove Street , King's Cross","Sun Street, Liverpool Street to Belgrove Street , King's Cross",5,21,19,21,14,2,16,0,98
"Russell Square Station, Bloomsbury","Wardour Street, Soho","Russell Square Station, Bloomsbury to Wardour Street, Soho",3,11,26,11,22,13,11,1,98
"Finsbury Square , Moorgate","Pitfield Street (North),Hoxton","Finsbury Square , Moorgate to Pitfield Street (North),Hoxton",3,8,8,14,18,19,27,1,98
"Drury Lane, Covent Garden","Theobalds Road , Holborn","Drury Lane, Covent Garden to Theobalds Road , Holborn",5,17,21,24,7,10,14,0,98
"Godliman Street, St. Paul's","Stamford Street, South Bank","Godliman Street, St. Paul's to Stamford Street, South Bank",4,14,9,18,15,11,27,0,98
"Exhibition Road, South Kensington","Porchester Place, Paddington","Exhibition Road, South Kensington to Porchester Place, Paddington",2,25,17,11,14,11,18,0,98
"Wright's Lane, Kensington","Holy Trinity Brompton, Knightsbridge","Wright's Lane, Kensington to Holy Trinity Brompton, Knightsbridge",2,34,19,9,14,8,12,0,98
"Aldersgate Street, Barbican","Commercial Street, Shoreditch","Aldersgate Street, Barbican to Commercial Street, Shoreditch",5,15,15,14,25,14,10,0,98
"Falkirk Street, Hoxton","Bethnal Green Road, Shoreditch","Falkirk Street, Hoxton to Bethnal Green Road, Shoreditch",5,21,20,12,15,17,7,1,98
"Earnshaw Street , Covent Garden","Bath Street, St. Luke's","Earnshaw Street , Covent Garden to Bath Street, St. Luke's",7,22,16,13,17,13,10,0,98
"Falkirk Street, Hoxton","East Road, Hoxton","Falkirk Street, Hoxton to East Road, Hoxton",5,13,21,24,14,11,10,0,98
"Exhibition Road Museums, Knightsbridge","Sloane Avenue, Knightsbridge","Exhibition Road Museums, Knightsbridge to Sloane Avenue, Knightsbridge",6,17,8,18,21,11,17,0,98
"Lollard Street, Vauxhall","Jubilee Gardens, South Bank","Lollard Street, Vauxhall to Jubilee Gardens, South Bank",3,6,5,24,26,26,7,1,98
"Sun Street, Liverpool Street","Percival Street, Finsbury","Sun Street, Liverpool Street to Percival Street, Finsbury",2,14,22,21,13,8,17,1,98
"Borough High Street, The Borough","Borough Road, Elephant & Castle","Borough High Street, The Borough to Borough Road, Elephant & Castle",3,19,26,26,7,4,12,1,98
"Leonard Circus , Shoreditch","Christopher Street, Liverpool Street","Leonard Circus , Shoreditch to Christopher Street, Liverpool Street",0,11,28,19,16,5,18,1,98
"Warren Street Station, Euston","British Museum, Bloomsbury","Warren Street Station, Euston to British Museum, Bloomsbury",7,21,19,16,15,6,14,0,98
"Bonny Street, Camden Town","Bedford Way, Bloomsbury","Bonny Street, Camden Town to Bedford Way, Bloomsbury",2,12,12,36,17,9,10,0,98
"Red Lion Square, Holborn","Waterloo Station 3, Waterloo","Red Lion Square, Holborn to Waterloo Station 3, Waterloo",7,16,19,21,13,10,11,1,98
"Bolsover Street, Fitzrovia","Chapel Place, Marylebone","Bolsover Street, Fitzrovia to Chapel Place, Marylebone",3,14,17,18,16,14,14,2,98
"Great Marlborough Street, Soho","Crawford Street, Marylebone","Great Marlborough Street, Soho to Crawford Street, Marylebone",7,14,22,15,20,10,10,0,98
"Windsor Terrace, Hoxton","Hoxton Station, Haggerston","Windsor Terrace, Hoxton to Hoxton Station, Haggerston",4,23,12,13,25,13,8,0,98
"Chepstow Villas, Notting Hill","Sedding Street, Sloane Square","Chepstow Villas, Notting Hill to Sedding Street, Sloane Square",2,10,16,16,22,7,23,2,98
"Southampton Street, Strand","Bank of England Museum, Bank","Southampton Street, Strand to Bank of England Museum, Bank",4,8,8,19,25,19,15,0,98
"Finsbury Circus, Liverpool Street","LMU Commercial Road, Whitechapel","Finsbury Circus, Liverpool Street to LMU Commercial Road, Whitechapel",1,11,15,21,20,11,19,0,98
"Craven Street, Strand","Scala Street, Fitzrovia","Craven Street, Strand to Scala Street, Fitzrovia",1,19,13,13,18,13,20,1,98
"Theobalds Road , Holborn","Brunswick Square, Bloomsbury","Theobalds Road , Holborn to Brunswick Square, Bloomsbury",3,10,17,24,15,18,10,1,98
"Queen's Gate (Central), South Kensington","Gloucester Road (Central), South Kensington","Queen's Gate (Central), South Kensington to Gloucester Road (Central), South Kensington",3,5,12,26,19,17,16,0,98
"Hardwick Street, Clerkenwell","Poured Lines, Bankside","Hardwick Street, Clerkenwell to Poured Lines, Bankside",1,10,6,10,24,24,22,1,98
"Bath Street, St. Luke's","Doric Way , Somers Town","Bath Street, St. Luke's to Doric Way , Somers Town",5,15,18,18,21,10,9,2,98
"Queen Marys, Mile End","York Hall, Bethnal Green","Queen Marys, Mile End to York Hall, Bethnal Green",3,13,17,27,16,7,15,0,98
"Penfold Street, Marylebone","Edgware Road Station, Paddington","Penfold Street, Marylebone to Edgware Road Station, Paddington",2,17,21,19,21,12,6,0,98
"Gloucester Street, Pimlico","Rochester Row, Westminster","Gloucester Street, Pimlico to Rochester Row, Westminster",2,15,23,21,11,14,12,0,98
"New Inn Yard, Shoreditch","Bath Street, St. Luke's","New Inn Yard, Shoreditch to Bath Street, St. Luke's",2,21,12,17,19,14,13,0,98
"Wormwood Street, Liverpool Street","Butler Place, Westminster","Wormwood Street, Liverpool Street to Butler Place, Westminster",8,18,14,17,12,12,17,0,98
"Earnshaw Street , Covent Garden","Doric Way , Somers Town","Earnshaw Street , Covent Garden to Doric Way , Somers Town",0,10,12,18,22,16,19,1,98
"Sadlers Sports Centre, Finsbury","East Road, Hoxton","Sadlers Sports Centre, Finsbury to East Road, Hoxton",4,16,16,12,25,8,15,2,98
"Old Quebec Street, Marylebone","Porchester Place, Paddington","Old Quebec Street, Marylebone to Porchester Place, Paddington",0,8,14,32,21,10,13,0,98
"Foley Street, Fitzrovia","London Zoo Car Park, Regent's Park","Foley Street, Fitzrovia to London Zoo Car Park, Regent's Park",0,10,23,23,14,12,15,1,98
"Triangle Car Park, Hyde Park","Bayswater Road, Hyde Park","Triangle Car Park, Hyde Park to Bayswater Road, Hyde Park",0,0,15,38,23,10,10,2,98
"Queen's Gate, Kensington Gardens","Grosvenor Square, Mayfair","Queen's Gate, Kensington Gardens to Grosvenor Square, Mayfair",15,28,12,10,17,4,10,1,97
"New Fetter Lane, Holborn","Craven Street, Strand","New Fetter Lane, Holborn to Craven Street, Strand",5,18,19,17,11,8,19,0,97
"Soho Square , Soho","Euston Road, Euston","Soho Square , Soho to Euston Road, Euston",7,25,24,14,19,4,4,0,97
"Leonard Circus , Shoreditch","Fashion Street, Whitechapel","Leonard Circus , Shoreditch to Fashion Street, Whitechapel",13,28,10,18,9,9,9,1,97
"Queen Street, Bank","Tavistock Street, Covent Garden","Queen Street, Bank to Tavistock Street, Covent Garden",9,31,23,11,12,8,2,1,97
"Bedford Way, Bloomsbury","Stonecutter Street, Holborn","Bedford Way, Bloomsbury to Stonecutter Street, Holborn",7,24,24,14,10,6,12,0,97
"St John's Park, Cubitt Town","St John's Park, Cubitt Town","St John's Park, Cubitt Town to St John's Park, Cubitt Town",12,29,19,10,9,15,3,0,97
"Vauxhall Bridge , Pimlico","Guildhouse Street, Victoria","Vauxhall Bridge , Pimlico to Guildhouse Street, Victoria",8,16,16,16,16,8,16,1,97
"Tooley Street, Bermondsey","Kennington Oval, Oval","Tooley Street, Bermondsey to Kennington Oval, Oval",8,25,14,19,8,12,10,1,97
